project,experiment,iteration,stim_id,gameID,condition,study_phase,trialNum,stimuli_set,author_name,collection_name,level_name,width,height,layout,boxes,start_position.x,start_position.y,select_response,select_rt,rate_response,rate_rt,solveDuration,solved,boxesSolved,attempt_nInputEvents,attempt_nMovesAttempted,attempt_nMoved,attempt_nPushed,attempt_nRestart,attempt_nUndo
fun-puzzles,fun-puzzles-exp1,production2,6790957096019241f9c4f68a,0192-01175e65-f754-4542-8f54-b71da7f06e66,enjoyable,test,8,A,jacques-duthen,Sokogen-990602-Levels,35,8.0,6.0,"['######', '#@ * ###', '# #    #', '#.$$.# #', '#      #', '########']","[{'x': 3, 'y': 1, 'state': '*'}, {'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '$'}]",1.0,1.0,7.0,1687.7999999523163,2.0,2125.0,,0,2,347,333,306,42,11,3
fun-puzzles,fun-puzzles-exp1,production2,6790956f96019241f9c4f678,6384-7e0e3467-a95e-4a3d-9193-747b59183c07,enjoyable,test,7,A,jacques-duthen,Sokogen-990602-Levels,32,7.0,7.0,"['#######', '##   ##', '## #.##', '#  $.##', '# # $ #', '#  * @#', '#######']","[{'x': 3, 'y': 3, 'state': '$'}, {'x': 4, 'y': 4, 'state': '$'}, {'x': 3, 'y': 5, 'state': '*'}]",5.0,5.0,2.0,1996.8999999761581,3.0,1994.0,,0,1,109,105,92,28,4,0
fun-puzzles,fun-puzzles-exp1,production2,6790956f96019241f9c4f681,1957-ef2447a4-ff4d-47d2-a6d5-e4b1459993f4,enjoyable,test,8,A,jacques-duthen,Sokogen-990602-Levels,13,8.0,6.0,"['######', '#@   ##', '# .$* ##', '# #$.  #', '#      #', '########']","[{'x': 3, 'y': 2, 'state': '$'}, {'x': 4, 'y': 2, 'state': '*'}, {'x': 3, 'y': 3, 'state': '$'}]",1.0,1.0,1.0,858.7999999523163,1.0,1136.0,,0,2,238,237,227,8,0,1
fun-puzzles,fun-puzzles-exp1,production2,6790957096019241f9c4f685,7663-5ff08936-5712-4856-bbd5-01b708cf1ac2,enjoyable,test,6,A,jacques-duthen,Sokogen-990602-Levels,38,8.0,6.0,"['#####', '#. .####', '#$$    #', '#@$#   #', '# .    #', '########']","[{'x': 1, 'y': 2, 'state': '$'}, {'x': 2, 'y': 2, 'state': '$'}, {'x': 2, 'y': 3, 'state': '$'}]",1.0,3.0,5.0,1099.2999999821186,8.0,2047.0,,0,2,282,252,244,64,6,24
fun-puzzles,fun-puzzles-exp1,production2,6790957096019241f9c4f68d,1314-ce9da3c3-fe6b-4646-82d4-383e4e34e644,difficult,test,5,A,david-w-skinner,Microban,104,9.0,9.0,"['    #####', '#####   #', '#    $  #', '#  $#$#@#', '### #   #', '  # ... #', '  ###  ##', '    #  #', '    ####']","[{'x': 5, 'y': 2, 'state': '$'}, {'x': 3, 'y': 3, 'state': '$'}, {'x': 5, 'y': 3, 'state': '$'}]",7.0,3.0,4.0,2319.0,10.0,3939.0,,0,1,126,73,56,13,6,47
fun-puzzles,fun-puzzles-exp1,production2,6790957096019241f9c4f686,7914-0d50ad8c-28e3-41d7-b4ae-88c4a2c366b0,enjoyable,test,7,A,jacques-duthen,Sokogen-990602-Levels,34,8.0,7.0,"['########', '##@ ####', '##$$   #', '#  $ # #', '# # ...#', '#   ####', '########']","[{'x': 2, 'y': 2, 'state': '$'}, {'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 3, 'state': '$'}]",2.0,1.0,6.0,1672.0999999940395,3.0,2434.0,,0,2,120,110,97,20,1,9
fun-puzzles,fun-puzzles-exp1,production2,6790957096019241f9c4f698,8041-e1e4a268-ea82-4b76-b01d-b359b53f910f,difficult,test,6,A,jacques-duthen,Sokogen-990602-Levels,34,8.0,7.0,"['########', '##@ ####', '##$$   #', '#  $ # #', '# # ...#', '#   ####', '########']","[{'x': 2, 'y': 2, 'state': '$'}, {'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 3, 'state': '$'}]",2.0,1.0,6.0,1129.800000011921,10.0,1447.0,,0,0,119,115,83,18,4,0
fun-puzzles,fun-puzzles-exp1,production2,6790957096019241f9c4f685,7663-5ff08936-5712-4856-bbd5-01b708cf1ac2,enjoyable,test,7,A,jacques-duthen,Sokogen-990602-Levels,34,8.0,7.0,"['########', '##@ ####', '##$$   #', '#  $ # #', '# # ...#', '#   ####', '########']","[{'x': 2, 'y': 2, 'state': '$'}, {'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 3, 'state': '$'}]",2.0,1.0,6.0,1283.7000000178814,9.0,3030.0,120.0,1,3,148,144,139,28,1,3
fun-puzzles,fun-puzzles-exp1,production2,6790957096019241f9c4f69e,3709-9586c69a-f480-4cf3-b79e-9d580ed805f2,difficult,test,6,A,jacques-duthen,Sokogen-990602-Levels,38,8.0,6.0,"['#####', '#. .####', '#$$    #', '#@$#   #', '# .    #', '########']","[{'x': 1, 'y': 2, 'state': '$'}, {'x': 2, 'y': 2, 'state': '$'}, {'x': 2, 'y': 3, 'state': '$'}]",1.0,3.0,5.0,56067.09999999404,10.0,2509.0,,0,2,106,103,101,30,3,0
fun-puzzles,fun-puzzles-exp1,production2,6790957096019241f9c4f68e,8581-d29f6912-5f73-4d6b-8fa4-7860da2650ab,difficult,test,6,A,jacques-duthen,Sokogen-990602-Levels,38,8.0,6.0,"['#####', '#. .####', '#$$    #', '#@$#   #', '# .    #', '########']","[{'x': 1, 'y': 2, 'state': '$'}, {'x': 2, 'y': 2, 'state': '$'}, {'x': 2, 'y': 3, 'state': '$'}]",1.0,3.0,5.0,1436.7999999523163,10.0,2898.0,,0,2,43,42,33,13,1,0
fun-puzzles,fun-puzzles-exp1,production2,6790957096019241f9c4f684,5265-547d8c5e-8fa3-453b-a8b1-203383fee34f,enjoyable,test,7,A,jacques-duthen,Sokogen-990602-Levels,18,7.0,7.0,"['#######', '#  ####', '#   ###', '#$ $@##', '#. #$ #', '#  . .#', '#######']","[{'x': 1, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '$'}, {'x': 4, 'y': 4, 'state': '$'}]",4.0,3.0,3.0,4000.0,1.0,2436.0,,0,2,86,82,71,21,2,2
fun-puzzles,fun-puzzles-exp1,production2,6790957096019241f9c4f685,7663-5ff08936-5712-4856-bbd5-01b708cf1ac2,enjoyable,test,8,A,jacques-duthen,Sokogen-990602-Levels,35,8.0,6.0,"['######', '#@ * ###', '# #    #', '#.$$.# #', '#      #', '########']","[{'x': 3, 'y': 1, 'state': '*'}, {'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '$'}]",1.0,1.0,7.0,1482.0999999940395,10.0,17364.0,60.0,1,3,102,102,93,14,0,0
fun-puzzles,fun-puzzles-exp1,production2,6790956f96019241f9c4f67b,6021-6c1bc3be-106c-48bd-9c1c-e41abc08f1a0,enjoyable,test,5,A,david-w-skinner,Microban,67,7.0,8.0,"['#####', '#   ##', '# #  #', '#@$*.##', '##  . #', ' # $# #', ' ##   #', '  #####']","[{'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '*'}, {'x': 3, 'y': 5, 'state': '$'}]",1.0,3.0,0.0,1146.1999998092651,10.0,1264.0,,0,2,86,80,79,12,6,0
fun-puzzles,fun-puzzles-exp1,production2,6790956f96019241f9c4f678,6384-7e0e3467-a95e-4a3d-9193-747b59183c07,enjoyable,test,8,A,david-w-skinner,Microban,67,7.0,8.0,"['#####', '#   ##', '# #  #', '#@$*.##', '##  . #', ' # $# #', ' ##   #', '  #####']","[{'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '*'}, {'x': 3, 'y': 5, 'state': '$'}]",1.0,3.0,0.0,3089.600000023842,4.0,2190.0,,0,2,238,231,204,32,7,0
fun-puzzles,fun-puzzles-exp1,production2,6790957096019241f9c4f686,7914-0d50ad8c-28e3-41d7-b4ae-88c4a2c366b0,enjoyable,test,8,A,jacques-duthen,Sokogen-990602-Levels,35,8.0,6.0,"['######', '#@ * ###', '# #    #', '#.$$.# #', '#      #', '########']","[{'x': 3, 'y': 1, 'state': '*'}, {'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '$'}]",1.0,1.0,7.0,2129.300000011921,2.0,3146.0,,0,2,70,64,54,7,2,4
fun-puzzles,fun-puzzles-exp1,production2,6790957096019241f9c4f68d,1314-ce9da3c3-fe6b-4646-82d4-383e4e34e644,difficult,test,6,A,jacques-duthen,Sokogen-990602-Levels,38,8.0,6.0,"['#####', '#. .####', '#$$    #', '#@$#   #', '# .    #', '########']","[{'x': 1, 'y': 2, 'state': '$'}, {'x': 2, 'y': 2, 'state': '$'}, {'x': 2, 'y': 3, 'state': '$'}]",1.0,3.0,5.0,4638.400000002235,10.0,5642.0,,0,2,149,111,59,19,4,34
fun-puzzles,fun-puzzles-exp1,production2,6790957096019241f9c4f698,8041-e1e4a268-ea82-4b76-b01d-b359b53f910f,difficult,test,7,A,david-w-skinner,Microban,104,9.0,9.0,"['    #####', '#####   #', '#    $  #', '#  $#$#@#', '### #   #', '  # ... #', '  ###  ##', '    #  #', '    ####']","[{'x': 5, 'y': 2, 'state': '$'}, {'x': 3, 'y': 3, 'state': '$'}, {'x': 5, 'y': 3, 'state': '$'}]",7.0,3.0,4.0,1989.800000011921,10.0,1099.0,,0,2,250,241,210,41,7,2
fun-puzzles,fun-puzzles-exp1,production2,6790957096019241f9c4f69e,3709-9586c69a-f480-4cf3-b79e-9d580ed805f2,difficult,test,7,A,jacques-duthen,Sokogen-990602-Levels,34,8.0,7.0,"['########', '##@ ####', '##$$   #', '#  $ # #', '# # ...#', '#   ####', '########']","[{'x': 2, 'y': 2, 'state': '$'}, {'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 3, 'state': '$'}]",2.0,1.0,6.0,1451.7999999970198,10.0,1867.0,,0,0,9,9,9,5,0,0
fun-puzzles,fun-puzzles-exp1,production2,6790957096019241f9c4f68e,8581-d29f6912-5f73-4d6b-8fa4-7860da2650ab,difficult,test,7,A,jacques-duthen,Sokogen-990602-Levels,34,8.0,7.0,"['########', '##@ ####', '##$$   #', '#  $ # #', '# # ...#', '#   ####', '########']","[{'x': 2, 'y': 2, 'state': '$'}, {'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 3, 'state': '$'}]",2.0,1.0,6.0,981.8000001907349,10.0,2566.0,,0,0,11,11,10,6,0,0
fun-puzzles,fun-puzzles-exp1,production2,6790957096019241f9c4f684,5265-547d8c5e-8fa3-453b-a8b1-203383fee34f,enjoyable,test,8,A,jacques-duthen,Sokogen-990602-Levels,38,8.0,6.0,"['#####', '#. .####', '#$$    #', '#@$#   #', '# .    #', '########']","[{'x': 1, 'y': 2, 'state': '$'}, {'x': 2, 'y': 2, 'state': '$'}, {'x': 2, 'y': 3, 'state': '$'}]",1.0,3.0,5.0,2839.0,2.0,2966.0,,0,1,144,136,129,25,5,3
fun-puzzles,fun-puzzles-exp1,production2,6790956f96019241f9c4f67b,6021-6c1bc3be-106c-48bd-9c1c-e41abc08f1a0,enjoyable,test,6,A,jacques-duthen,Sokogen-990602-Levels,13,8.0,6.0,"['######', '#@   ##', '# .$* ##', '# #$.  #', '#      #', '########']","[{'x': 3, 'y': 2, 'state': '$'}, {'x': 4, 'y': 2, 'state': '*'}, {'x': 3, 'y': 3, 'state': '$'}]",1.0,1.0,1.0,892.5999999046326,10.0,1027.0,,0,1,64,63,61,7,1,0
fun-puzzles,fun-puzzles-exp1,production2,6790956f96019241f9c4f67b,6021-6c1bc3be-106c-48bd-9c1c-e41abc08f1a0,enjoyable,test,7,A,jacques-duthen,Sokogen-990602-Levels,32,7.0,7.0,"['#######', '##   ##', '## #.##', '#  $.##', '# # $ #', '#  * @#', '#######']","[{'x': 3, 'y': 3, 'state': '$'}, {'x': 4, 'y': 4, 'state': '$'}, {'x': 3, 'y': 5, 'state': '*'}]",5.0,5.0,2.0,1082.5,3.0,1407.0,88.0,1,3,42,41,37,8,1,0
fun-puzzles,fun-puzzles-exp1,production2,6790957096019241f9c4f69e,3709-9586c69a-f480-4cf3-b79e-9d580ed805f2,difficult,test,8,A,jacques-duthen,Sokogen-990602-Levels,35,8.0,6.0,"['######', '#@ * ###', '# #    #', '#.$$.# #', '#      #', '########']","[{'x': 3, 'y': 1, 'state': '*'}, {'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '$'}]",1.0,1.0,7.0,2046.1000000089407,6.0,4416.0,220.0,1,3,145,144,113,15,1,0
fun-puzzles,fun-puzzles-exp1,production2,6790957096019241f9c4f68d,1314-ce9da3c3-fe6b-4646-82d4-383e4e34e644,difficult,test,7,A,jacques-duthen,Sokogen-990602-Levels,34,8.0,7.0,"['########', '##@ ####', '##$$   #', '#  $ # #', '# # ...#', '#   ####', '########']","[{'x': 2, 'y': 2, 'state': '$'}, {'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 3, 'state': '$'}]",2.0,1.0,6.0,5414.29999999702,10.0,7775.0,,0,1,61,46,39,11,0,15
fun-puzzles,fun-puzzles-exp1,production2,6790957096019241f9c4f698,8041-e1e4a268-ea82-4b76-b01d-b359b53f910f,difficult,test,8,A,jacques-duthen,Sokogen-990602-Levels,35,8.0,6.0,"['######', '#@ * ###', '# #    #', '#.$$.# #', '#      #', '########']","[{'x': 3, 'y': 1, 'state': '*'}, {'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '$'}]",1.0,1.0,7.0,677.3000000119209,10.0,1787.0,,0,2,126,121,97,15,4,1
fun-puzzles,fun-puzzles-exp1,production2,6790957096019241f9c4f68e,8581-d29f6912-5f73-4d6b-8fa4-7860da2650ab,difficult,test,8,A,jacques-duthen,Sokogen-990602-Levels,35,8.0,6.0,"['######', '#@ * ###', '# #    #', '#.$$.# #', '#      #', '########']","[{'x': 3, 'y': 1, 'state': '*'}, {'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '$'}]",1.0,1.0,7.0,1861.0,10.0,2043.0,,0,2,28,28,26,5,0,0
fun-puzzles,fun-puzzles-exp1,production2,6790956f96019241f9c4f67b,6021-6c1bc3be-106c-48bd-9c1c-e41abc08f1a0,enjoyable,test,8,A,jacques-duthen,Sokogen-990602-Levels,18,7.0,7.0,"['#######', '#  ####', '#   ###', '#$ $@##', '#. #$ #', '#  . .#', '#######']","[{'x': 1, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '$'}, {'x': 4, 'y': 4, 'state': '$'}]",4.0,3.0,3.0,1153.0999999046326,10.0,2146.0,,0,2,105,90,86,30,8,7
fun-puzzles,fun-puzzles-exp1,production2,6790957096019241f9c4f68d,1314-ce9da3c3-fe6b-4646-82d4-383e4e34e644,difficult,test,8,A,jacques-duthen,Sokogen-990602-Levels,35,8.0,6.0,"['######', '#@ * ###', '# #    #', '#.$$.# #', '#      #', '########']","[{'x': 3, 'y': 1, 'state': '*'}, {'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '$'}]",1.0,1.0,7.0,3721.800000000745,10.0,3542.0,,0,1,22,15,14,3,0,7
fun-puzzles,fun-puzzles-exp1,production2,6790957096019241f9c4f696,2188-5eac293b-ee8a-43f3-bdfe-ca419139d3f6,difficult,test,1,A,jacques-duthen,Sokogen-990602-Levels,32,7.0,7.0,"['#######', '##   ##', '## #.##', '#  $.##', '# # $ #', '#  * @#', '#######']","[{'x': 3, 'y': 3, 'state': '$'}, {'x': 4, 'y': 4, 'state': '$'}, {'x': 3, 'y': 5, 'state': '*'}]",5.0,5.0,2.0,36174.0,10.0,2976.0,,0,2,135,125,101,25,5,5
fun-puzzles,fun-puzzles-exp1,production2,6790957096019241f9c4f696,2188-5eac293b-ee8a-43f3-bdfe-ca419139d3f6,difficult,test,2,A,jacques-duthen,Sokogen-990602-Levels,18,7.0,7.0,"['#######', '#  ####', '#   ###', '#$ $@##', '#. #$ #', '#  . .#', '#######']","[{'x': 1, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '$'}, {'x': 4, 'y': 4, 'state': '$'}]",4.0,3.0,3.0,9260.39999999851,10.0,1918.0,,0,1,112,102,87,29,3,7
fun-puzzles,fun-puzzles-exp1,production2,6790957096019241f9c4f696,2188-5eac293b-ee8a-43f3-bdfe-ca419139d3f6,difficult,test,3,A,jacques-duthen,Sokogen-990602-Levels,13,8.0,6.0,"['######', '#@   ##', '# .$* ##', '# #$.  #', '#      #', '########']","[{'x': 3, 'y': 2, 'state': '$'}, {'x': 4, 'y': 2, 'state': '*'}, {'x': 3, 'y': 3, 'state': '$'}]",1.0,1.0,1.0,8363.300000000745,8.0,25735.0,275.0,1,3,272,266,237,27,2,4
fun-puzzles,fun-puzzles-exp1,production2,6790957196019241f9c4f6ad,8833-29af3de5-1c4f-431a-bad5-b6a3e01b60ce,enjoyable,test,2,A,jacques-duthen,Sokogen-990602-Levels,13,8.0,6.0,"['######', '#@   ##', '# .$* ##', '# #$.  #', '#      #', '########']","[{'x': 3, 'y': 2, 'state': '$'}, {'x': 4, 'y': 2, 'state': '*'}, {'x': 3, 'y': 3, 'state': '$'}]",1.0,1.0,1.0,4950.40000000014,10.0,3387.0,226.0,1,3,96,92,86,11,0,4
fun-puzzles,fun-puzzles-exp1,production2,6790957096019241f9c4f696,2188-5eac293b-ee8a-43f3-bdfe-ca419139d3f6,difficult,test,4,A,jacques-duthen,Sokogen-990602-Levels,35,8.0,6.0,"['######', '#@ * ###', '# #    #', '#.$$.# #', '#      #', '########']","[{'x': 3, 'y': 1, 'state': '*'}, {'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '$'}]",1.0,1.0,7.0,6811.599999997765,7.0,4563.0,258.0,1,3,189,153,147,20,1,35
fun-puzzles,fun-puzzles-exp1,production2,6790957196019241f9c4f6ad,8833-29af3de5-1c4f-431a-bad5-b6a3e01b60ce,enjoyable,test,3,A,jacques-duthen,Sokogen-990602-Levels,32,7.0,7.0,"['#######', '##   ##', '## #.##', '#  $.##', '# # $ #', '#  * @#', '#######']","[{'x': 3, 'y': 3, 'state': '$'}, {'x': 4, 'y': 4, 'state': '$'}, {'x': 3, 'y': 5, 'state': '*'}]",5.0,5.0,2.0,4196.899999999907,8.0,2623.0,279.0,1,3,117,111,98,25,4,2
fun-puzzles,fun-puzzles-exp1,production2,6790957096019241f9c4f696,2188-5eac293b-ee8a-43f3-bdfe-ca419139d3f6,difficult,test,5,A,david-w-skinner,Microban,67,7.0,8.0,"['#####', '#   ##', '# #  #', '#@$*.##', '##  . #', ' # $# #', ' ##   #', '  #####']","[{'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '*'}, {'x': 3, 'y': 5, 'state': '$'}]",1.0,3.0,0.0,2229.89999999851,9.0,3392.0,,0,1,128,126,105,12,2,0
fun-puzzles,fun-puzzles-exp1,production2,6790957196019241f9c4f6ad,8833-29af3de5-1c4f-431a-bad5-b6a3e01b60ce,enjoyable,test,4,A,jacques-duthen,Sokogen-990602-Levels,18,7.0,7.0,"['#######', '#  ####', '#   ###', '#$ $@##', '#. #$ #', '#  . .#', '#######']","[{'x': 1, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '$'}, {'x': 4, 'y': 4, 'state': '$'}]",4.0,3.0,3.0,6243.399999999907,1.0,2188.0,,0,2,131,106,95,26,7,18
fun-puzzles,fun-puzzles-exp1,production2,6790957096019241f9c4f696,2188-5eac293b-ee8a-43f3-bdfe-ca419139d3f6,difficult,test,6,A,jacques-duthen,Sokogen-990602-Levels,34,8.0,7.0,"['########', '##@ ####', '##$$   #', '#  $ # #', '# # ...#', '#   ####', '########']","[{'x': 2, 'y': 2, 'state': '$'}, {'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 3, 'state': '$'}]",2.0,1.0,6.0,1106.199999999255,10.0,1491.0,,0,1,119,118,98,20,1,0
fun-puzzles,fun-puzzles-exp1,production2,6790957196019241f9c4f6ad,8833-29af3de5-1c4f-431a-bad5-b6a3e01b60ce,enjoyable,test,5,A,david-w-skinner,Microban,104,9.0,9.0,"['    #####', '#####   #', '#    $  #', '#  $#$#@#', '### #   #', '  # ... #', '  ###  ##', '    #  #', '    ####']","[{'x': 5, 'y': 2, 'state': '$'}, {'x': 3, 'y': 3, 'state': '$'}, {'x': 5, 'y': 3, 'state': '$'}]",7.0,3.0,4.0,2544.9000000003725,1.0,2841.0,,0,1,170,165,145,17,5,0
fun-puzzles,fun-puzzles-exp1,production2,6790957096019241f9c4f696,2188-5eac293b-ee8a-43f3-bdfe-ca419139d3f6,difficult,test,7,A,david-w-skinner,Microban,104,9.0,9.0,"['    #####', '#####   #', '#    $  #', '#  $#$#@#', '### #   #', '  # ... #', '  ###  ##', '    #  #', '    ####']","[{'x': 5, 'y': 2, 'state': '$'}, {'x': 3, 'y': 3, 'state': '$'}, {'x': 5, 'y': 3, 'state': '$'}]",7.0,3.0,4.0,2368.89999999851,9.0,999.0,,0,1,271,267,221,29,1,3
fun-puzzles,fun-puzzles-exp1,production2,6790957196019241f9c4f6ad,8833-29af3de5-1c4f-431a-bad5-b6a3e01b60ce,enjoyable,test,6,A,jacques-duthen,Sokogen-990602-Levels,38,8.0,6.0,"['#####', '#. .####', '#$$    #', '#@$#   #', '# .    #', '########']","[{'x': 1, 'y': 2, 'state': '$'}, {'x': 2, 'y': 2, 'state': '$'}, {'x': 2, 'y': 3, 'state': '$'}]",1.0,3.0,5.0,2275.0,2.0,3401.0,,0,2,157,123,115,31,3,31
fun-puzzles,fun-puzzles-exp1,production2,6790957096019241f9c4f696,2188-5eac293b-ee8a-43f3-bdfe-ca419139d3f6,difficult,test,8,A,jacques-duthen,Sokogen-990602-Levels,38,8.0,6.0,"['#####', '#. .####', '#$$    #', '#@$#   #', '# .    #', '########']","[{'x': 1, 'y': 2, 'state': '$'}, {'x': 2, 'y': 2, 'state': '$'}, {'x': 2, 'y': 3, 'state': '$'}]",1.0,3.0,5.0,615.0,9.0,4039.0,,0,1,281,227,209,48,3,51
fun-puzzles,fun-puzzles-exp1,production2,6790957196019241f9c4f6ad,8833-29af3de5-1c4f-431a-bad5-b6a3e01b60ce,enjoyable,test,7,A,jacques-duthen,Sokogen-990602-Levels,34,8.0,7.0,"['########', '##@ ####', '##$$   #', '#  $ # #', '# # ...#', '#   ####', '########']","[{'x': 2, 'y': 2, 'state': '$'}, {'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 3, 'state': '$'}]",2.0,1.0,6.0,1785.6999999997206,9.0,10755.0,220.0,1,3,139,132,113,32,1,6
fun-puzzles,fun-puzzles-exp1,production2,6790957196019241f9c4f6ad,8833-29af3de5-1c4f-431a-bad5-b6a3e01b60ce,enjoyable,test,8,A,jacques-duthen,Sokogen-990602-Levels,35,8.0,6.0,"['######', '#@ * ###', '# #    #', '#.$$.# #', '#      #', '########']","[{'x': 3, 'y': 1, 'state': '*'}, {'x': 2, 'y': 3, 'state': '$'}, {'x': 3, 'y': 3, 'state': '$'}]",1.0,1.0,7.0,4074.100000000093,1.0,2782.0,,0,2,145,134,128,17,4,7
fun-puzzles,fun-puzzles-exp1,production2,6790957196019241f9c4f6b5,6593-5fa64e12-37f9-4539-b0fe-f9706e498696,difficult,test,1,B,jacques-duthen,Dimitri-and-Yorick,37,6.0,6.0,"['######', '# @$.#', '# $$.#', '#  #.#', '#    #', '######']","[{'x': 3, 'y': 1, 'state': '$'}, {'x': 2, 'y': 2, 'state': '$'}, {'x': 3, 'y': 2, 'state': '$'}]",2.0,1.0,3.0,17062.399999976158,6.0,3652.0,64.0,1,3,65,64,61,13,1,0
fun-puzzles,fun-puzzles-exp1,production2,6790957196019241f9c4f6b5,6593-5fa64e12-37f9-4539-b0fe-f9706e498696,difficult,test,2,B,david-w-skinner,Microban,33,7.0,7.0,"['#######', '#. #  #', '#  $  #', '#. $#@#', '#  $  #', '#. #  #', '#######']","[{'x': 3, 'y': 2, 'state': '$'}, {'x': 3, 'y': 3, 'state': '$'}, {'x': 3, 'y': 4, 'state': '$'}]",5.0,3.0,0.0,5333.699999988079,7.0,2891.0,85.0,1,3,106,104,98,20,1,1
fun-puzzles,fun-puzzles-exp1,production2,6790957196019241f9c4f6b5,6593-5fa64e12-37f9-4539-b0fe-f9706e498696,difficult,test,3,B,jacques-duthen,Sokogen-990602-Levels,19,6.0,6.0,"['######', '#@  .#', '#$$$ #', '#. # #', '#  . #', '######']","[{'x': 1, 'y': 2, 'state': '$'}, {'x': 2, 'y': 2, 'state': '$'}, {'x': 3, 'y': 2, 'state': '$'}]",1.0,1.0,1.0,2121.800000011921,9.0,6223.0,286.0,1,3,301,292,257,39,7,2
fun-puzzles,fun-puzzles-exp1,production2,6790957196019241f9c4f6b5,6593-5fa64e12-37f9-4539-b0fe-f9706e498696,difficult,test,4,B,jacques-duthen,Sokogen-990602-Levels,17,7.0,7.0,"['#####', '#@  ###', '# $$$ #', '## ...#', '#   # #', '#     #', '#######']","[{'x': 2, 'y': 2, 'state': '$'}, {'x': 3, 'y': 2, 'state': '$'}, {'x': 4, 'y': 2, 'state': '$'}]",1.0,1.0,2.0,7012.700000047684,5.0,2947.0,59.0,1,3,66,65,62,13,0,1
fun-puzzles,fun-puzzles-exp1,production2,6790957196019241f9c4f6b5,6593-5fa64e12-37f9-4539-b0fe-f9706e498696,difficult,test,5,B,david-w-skinner,Microban,41,8.0,6.0,"['#######', '#     #', '#@$$$ ##', '#  #...#', '##    ##', ' ######']","[{'x': 2, 'y': 2, 'state': '$'}, {'x': 3, 'y': 2, 'state': '$'}, {'x': 4, 'y': 2, 'state': '$'}]",1.0,2.0,4.0,4390.699999988079,7.0,3296.0,137.0,1,3,191,189,169,26,2,0
fun-puzzles,fun-puzzles-exp1,production2,6790957196019241f9c4f6b5,6593-5fa64e12-37f9-4539-b0fe-f9706e498696,difficult,test,6,B,jacques-duthen,Sokogen-990602-Levels,6,8.0,7.0,"[' #####', '##   ###', '# .# $@#', '#  # # #', '# *  $.#', '#    ###', '######']","[{'x': 5, 'y': 2, 'state': '$'}, {'x': 2, 'y': 4, 'state': '*'}, {'x': 5, 'y': 4, 'state': '$'}]",6.0,2.0,5.0,1247.800000011921,7.0,2432.0,164.0,1,3,207,204,187,30,2,1
fun-puzzles,fun-puzzles-exp1,production2,6790957196019241f9c4f6b5,6593-5fa64e12-37f9-4539-b0fe-f9706e498696,difficult,test,7,B,david-w-skinner,Microban,48,8.0,8.0,"['######', '#  @ #', '#  # ##', '# .#  ##', '# .$$$ #', '# .#   #', '####   #', '   #####']","[{'x': 3, 'y': 4, 'state': '$'}, {'x': 4, 'y': 4, 'state': '$'}, {'x': 5, 'y': 4, 'state': '$'}]",3.0,1.0,6.0,1880.199999988079,5.0,1447.0,85.0,1,3,148,146,132,22,1,1
fun-puzzles,fun-puzzles-exp1,production2,6790957196019241f9c4f6b5,6593-5fa64e12-37f9-4539-b0fe-f9706e498696,difficult,test,8,B,jacques-duthen,Sokogen-990602-Levels,39,9.0,7.0,"['######', '#    #', '# ## ##', '# . * ###', '## $ *  #', ' #  #  @#', ' ########']","[{'x': 4, 'y': 3, 'state': '*'}, {'x': 3, 'y': 4, 'state': '$'}, {'x': 5, 'y': 4, 'state': '*'}]",7.0,5.0,7.0,1227.6000000238419,10.0,1946.0,,0,2,278,260,241,53,4,14
